timestamp,bid_price_1,ask_price_1,bid_volume_1,ask_volume_1,bid_price_2,ask_price_2,bid_volume_2,ask_volume_2,bid_price_3,ask_price_3,bid_volume_3,ask_volume_3,bid_price_4,ask_price_4,bid_volume_4,ask_volume_4,bid_price_5,ask_price_5,bid_volume_5,ask_volume_5,stock
2023-01-01 00:00:11,109.69909852161994,119.87668007996646,681,113,106.49322324576882,110.12897469789526,277,135,107.02156765196904,113.49052424461551,699,561,102.85405290302842,113.23609469434071,621,287,100.85466801487482,118.8576169411262,491,869,AAPL
2023-01-01 00:00:12,108.32442640800421,119.44059339686613,655,277,109.36280621468927,115.402994067615,754,538,103.71726984616461,119.6622572570582,168,145,108.44209585776233,118.38657154492458,900,103,103.81310639952078,114.23288488419837,930,581,AAPL
2023-01-01 00:00:13,102.12339110678276,110.39426811368506,940,511,100.6400634660862,118.51150735425982,461,828,100.1771385060939,118.01619485982033,136,491,104.3239636018509,111.03576566103015,913,842,108.41958454418348,117.73925056805548,579,288,AAPL
2023-01-01 00:00:14,101.818249672071,117.05575172515688,912,977,108.24743237347008,119.57631646272588,859,691,107.03199784775487,116.30417618381354,864,218,108.28667143533593,118.37729098622657,670,744,109.06896391633828,119.71824424679406,496,463,AAPL
2023-01-01 00:00:15,101.83404509853433,119.25248317415665,327,152,102.92383110412193,115.65744950613289,738,925,100.21700095275541,112.92925203403122,863,630,108.22888068293503,111.52750431667617,407,224,100.71889454600013,113.58934760253048,501,338,AAPL
2023-01-01 00:00:16,103.04242242959538,111.80575345127333,795,507,104.43919454506377,115.14461327739895,874,694,106.31188078060072,113.73540296314296,239,546,101.88870186762854,110.82927152509725,361,114,106.34550140861627,114.05269570232737,373,500,AAPL
2023-01-01 00:00:17,105.24756431632238,115.6794523055263,718,946,100.21913328775008,110.85056385489241,139,676,101.63616488742555,116.69969924096657,966,831,107.01141131383577,116.41775404441012,997,624,106.84385424592074,119.05576058996569,944,945,AAPL
2023-01-01 00:00:18,104.31945018642116,119.15488297588041,695,121,103.01046077834313,115.48872801542599,515,424,105.65603527748043,110.71980818463322,992,844,102.9064296930653,114.71937365755295,896,729,105.33769942432025,111.59642867815182,238,403,AAPL
2023-01-01 00:00:19,102.91229140198043,110.33945978585798,949,129,105.0263124263013,113.79979078965394,454,739,105.03913025380601,112.56680591650263,779,705,102.97492669992668,119.07890600412833,730,339,106.66984861469545,110.28594838359442,202,190,AAPL
2023-01-01 00:00:20,106.1185289472238,116.9742026724684,349,802,100.56176077347439,116.07135280883577,354,406,100.13513642306182,117.13900933396599,665,862,102.96348076880581,113.63189196090849,779,874,102.33690715443095,119.08889004849112,341,491,AAPL
2023-01-01 00:00:21,101.39493860652041,112.97349007372551,974,359,104.91095729383166,113.88726347876546,242,633,103.62865816995104,114.8001850984462,997,861,107.25568247559949,112.87152263437629,964,459,104.89644211819017,118.2159157411758,216,283,AAPL
2023-01-01 00:00:22,102.92144648535218,119.24396195376531,540,304,109.27110628858428,112.40299123450367,851,827,106.01091167396302,114.0239356481443,277,893,102.29826041792536,115.00734906144199,800,617,103.90875849035828,119.72583032551333,313,116,AAPL
2023-01-01 00:00:23,103.66361843293691,119.71058245165368,632,158,101.05393218107805,110.94965275228377,839,718,108.4860655189878,111.51457622400414,908,843,100.0090583524609,114.55946185768661,551,419,100.89707951439631,110.58237782710678,583,111,AAPL
2023-01-01 00:00:24,104.56069984217037,119.44266489113434,295,570,107.64440728075505,113.14918444588896,952,208,108.88642113836517,114.41849034477733,912,145,107.15236853482634,113.44428046217189,350,330,106.25556439722489,111.56177330440987,628,265,AAPL
2023-01-01 00:00:25,107.85175961393014,114.74214216657464,789,875,104.09671053375993,110.96644834287753,809,471,104.83849970033224,117.70691970760234,970,985,101.71184743835126,116.93741298698329,423,129,104.95215192671546,111.05312559089809,790,245,AAPL
2023-01-01 00:00:26,101.9967378215836,118.62042650989314,618,565,106.55173714524338,111.76896950823983,676,456,107.28422487299439,112.64012846071893,717,607,101.04482395307835,117.59561833913908,328,633,102.75174026902583,116.83416132293709,323,381,AAPL
2023-01-01 00:00:27,105.14234438413612,118.44549398535071,169,111,102.6023659798523,119.87336158579546,999,280,103.16454576533458,110.05398542183677,236,657,102.3751612059406,118.52983969030137,801,255,104.73685260403371,116.06010073747143,369,648,AAPL
2023-01-01 00:00:28,105.92414568862043,113.19100473243256,738,730,101.59492262541359,114.44103556906619,110,455,103.42186405758657,116.68504901150983,289,625,103.79900522322704,119.72856604710343,927,729,107.75298018397503,113.5933519938726,924,681,AAPL
2023-01-01 00:00:29,100.46450412719997,118.28915474150678,498,389,101.60462614271226,115.31871766505017,719,775,101.94463519182314,119.72626604432553,739,696,104.759063274732,112.66656192132504,735,951,108.01657762808064,110.57423479402244,960,268,AAPL
2023-01-01 00:00:30,106.07544851901439,110.37007634715492,771,949,100.70491945643144,118.73618528737215,125,167,105.61948109993239,116.06826563588582,441,930,100.44570040712631,117.16093482489961,695,804,106.49526128749369,116.3966198404654,233,946,AAPL
2023-01-01 00:00:31,101.70524123687292,115.96269878482053,859,859,101.85646704901244,119.95568900490687,520,391,103.14564150927364,111.1992185892713,658,939,109.7057333262736,113.94258235495745,396,498,104.67747833400163,115.70120485115056,213,269,AAPL
2023-01-01 00:00:32,100.6505159298528,112.30008837287703,302,453,106.64219384988968,115.82714449344681,762,791,100.84370896438504,113.20733092344673,104,102,107.16063053419558,116.77081971951108,826,445,105.75749639203848,111.12903211060616,540,864,AAPL
2023-01-01 00:00:33,109.48885537253334,111.20566885777279,247,738,108.81690611843509,118.12473821044172,320,280,106.8500608666318,118.67641614720223,356,127,103.23194065324336,114.75981690349221,336,294,103.85015371355617,119.08909704473714,743,445,AAPL
2023-01-01 00:00:34,109.65632033074559,110.76953201629209,571,174,108.14125685591162,113.26941024336675,952,565,107.07753207605398,112.32568074256828,911,480,103.18697257285397,119.93773102767932,724,267,101.26556342994238,111.9894970967199,750,598,AAPL
2023-01-01 00:00:35,108.0839734811646,116.96288775878139,754,972,106.85134309874483,113.05743957447291,595,533,103.59992418779058,116.07695903497608,761,256,104.48542549368459,117.2890213579075,316,476,103.85620597386092,117.43509152143857,464,559,AAPL
2023-01-01 00:00:36,103.0461376917337,113.39874963768067,298,815,101.10431863411102,114.0270372099456,336,563,100.76723399456023,114.02671208253997,905,954,106.26244822763033,119.52491300434325,932,588,105.30332756069635,118.85075862542948,331,396,AAPL
2023-01-01 00:00:37,100.97672114006384,117.24766771528762,525,660,102.89187446295949,116.72507262673649,336,780,104.26297717403426,112.07843721419648,342,610,101.46373066588967,118.34969549481185,345,850,105.98834014650583,115.79474990693708,557,241,AAPL
2023-01-01 00:00:38,106.84233026512157,110.65356340798942,765,690,103.0980687532247,116.82191689255099,318,633,104.42335458050215,118.1340689356468,886,432,101.88929813764952,119.02901011163371,547,461,109.35800976054621,112.46848905298252,474,996,AAPL
2023-01-01 00:00:39,104.40152493739602,113.1529033783061,591,540,102.49956946397621,113.1523943464945,586,165,106.68670884897892,117.42831276465691,819,943,108.5943458283355,118.14419197214676,946,581,107.77333445030617,113.09248517625142,703,884,AAPL
2023-01-01 00:00:40,101.22038234844779,115.39491292375337,987,340,105.15005659709723,111.3320992413663,560,120,103.15416391258684,116.61591065959266,514,786,102.56254923889072,114.59159130375912,418,343,101.51992561444678,118.85747533718832,878,836,AAPL
2023-01-01 00:00:41,104.9517691011127,117.90723164838964,995,960,105.35553814879673,116.32396256465509,762,711,106.82599279781306,112.36336590268752,726,213,103.80194997975178,112.51788453346884,531,680,101.74182206652928,112.98257156376485,710,794,AAPL
2023-01-01 00:00:42,100.34388521115218,113.1875250293207,241,253,103.5688597517111,111.28325862188764,734,483,108.71488541757388,110.9785700271645,806,488,108.71271850950117,113.70320175450522,503,706,101.00494759239754,117.46190483317304,306,832,AAPL
2023-01-01 00:00:43,109.09320402078782,116.25891376437009,412,885,103.53789158736436,115.7849250822933,243,911,102.374860423622,115.76159329825967,442,586,106.63147829399823,110.20236232639951,985,688,107.38181727220918,119.90165212255405,619,152,AAPL
2023-01-01 00:00:44,102.58779981600017,118.85977748236186,264,195,108.28555597906082,116.9342212805631,288,714,109.789195561199,115.53677833539433,781,942,103.41711879341689,115.23993167464667,136,270,107.06122278491857,119.99816719362678,567,217,AAPL
2023-01-01 00:00:45,106.62522284353982,116.15863188182304,413,825,107.89292848319685,117.00611496394451,354,658,103.86368137136807,111.88385009334873,478,349,106.8369954572462,115.05057800270409,675,612,109.86362901696882,115.33479748269332,981,464,AAPL
2023-01-01 00:00:46,103.1171107608941,112.32959474753633,120,393,103.07795831680745,117.53472110659597,167,138,102.67258685147061,110.56246694315172,693,670,100.19683215381414,115.25250464830488,830,505,105.22023417664349,118.26555796786099,542,770,AAPL
2023-01-01 00:00:47,105.2006802117781,110.24400781556538,181,308,109.1378844387326,118.72859421565664,715,384,104.21511182510291,110.80708454193986,765,814,107.35642660011365,119.74031224972063,441,673,108.26414928848882,119.90249867921199,420,235,AAPL
2023-01-01 00:00:48,105.4671027934328,118.7009887390093,680,442,109.52815017002506,114.99958991964789,435,921,100.9439747590386,119.92770986512734,752,414,104.8701604051624,119.1145400345484,488,306,105.76439858642787,113.74672889841982,192,513,AAPL
2023-01-01 00:00:49,101.84854455525527,110.21269410850387,230,187,103.26742542030041,117.30249189529572,770,701,101.25705906512115,117.83583894742884,925,338,108.1318214728446,111.61712778330109,133,253,108.74086712527438,112.52409585070306,507,176,AAPL
2023-01-01 00:00:50,109.69584627764559,118.74701672684199,698,917,103.54424948793054,116.19172735365837,920,696,104.14434046968331,119.21987475965173,245,333,109.54637652006468,113.6888252155589,138,885,107.21021039302751,111.14233355842183,257,947,AAPL
2023-01-01 00:00:51,107.75132823361115,115.28937134027213,829,875,105.05634153421958,111.86639939797682,973,884,107.624445219391,111.95054722236364,422,402,109.25788549494568,114.23956179463262,678,147,106.42884014991253,111.40899638073127,971,656,AAPL
2023-01-01 00:00:52,109.39498941564189,119.39067698512896,404,489,109.41120812533674,110.25689644869408,508,435,109.00312239574491,119.60568536323436,221,706,109.0926504345534,113.60532917851648,308,748,105.6512267098305,118.53556363620663,198,117,AAPL
2023-01-01 00:00:53,108.94827350427649,117.98783235773665,470,424,108.76319433142311,112.84541385676934,399,287,106.64817990716271,111.42654351473162,351,752,105.12169955933888,117.98495963603914,929,100,107.22970524442975,115.88723090307074,324,966,AAPL
2023-01-01 00:00:54,105.97899978811085,119.97934110533338,956,988,101.02567962583589,114.4303370633762,701,770,101.0521955523817,115.09081828566471,954,433,103.60142114138938,115.24037669867587,955,846,104.1965384267101,118.73709175392486,951,502,AAPL
2023-01-01 00:00:55,109.21874235023117,113.5071181545171,952,931,103.92730743271416,116.17105944428656,456,342,106.72019762180535,118.29695684417064,998,212,104.65035324730673,115.72099816971625,251,867,100.96576580705664,117.89455089032168,540,304,AAPL
2023-01-01 00:00:56,100.88492502051919,117.67188288931126,483,256,105.53371189749772,118.49959330503205,355,172,106.35427920702972,113.49803354511579,410,720,106.8989600331336,118.53013558987925,998,506,100.39986128797841,116.73744630048017,819,598,AAPL
2023-01-01 00:00:57,101.95982862419145,114.01930913609242,544,767,105.0313247255154,111.96245716706166,452,578,108.05763918293331,114.24828533176901,700,461,108.83997776871186,118.05928153415358,464,206,104.79023731609173,116.09312191906861,684,423,AAPL
2023-01-01 00:00:58,100.45227288910539,114.79875620303909,524,750,101.93863067936893,111.25549789898477,831,660,108.2524866665218,111.28185110299098,574,956,102.0698630300012,111.322115228203,298,272,105.99291582220141,110.48338904178092,500,694,AAPL
2023-01-01 00:00:59,103.25330330763265,116.2750546321837,260,732,108.58816771168155,119.63479947474328,620,200,108.68203075778979,111.22921879998972,669,900,109.18193158461703,117.13914584083635,700,605,100.78849030570625,118.72275196003193,670,661,AAPL
2023-01-01 00:01:00,103.88677289689483,118.73677114186339,277,676,106.76940782996837,111.08044559376407,623,613,104.14131514579098,116.19568224778659,591,196,108.15180231969889,114.35436128902036,859,229,102.86903548912102,114.17842061679714,898,380,AAPL
2023-01-01 00:01:01,102.71349031773896,119.84083469199295,728,718,108.37908374851804,114.7849107010719,936,855,106.97864395352144,116.75532368620057,674,946,109.78856015178235,112.946489030625,934,497,103.22032205975486,115.59786857071391,163,265,AAPL
2023-01-01 00:01:02,108.2873750915193,117.68273413864519,807,758,108.58764279349472,115.85563728793302,855,275,102.6825035892231,117.77332514082194,446,115,108.80251773281687,110.50018820902186,178,393,105.62795535208251,110.2195350187702,867,342,AAPL
2023-01-01 00:01:03,103.5675332669359,114.17766782167334,994,236,107.4835585366574,115.41374420907438,793,337,109.99336279983504,115.56682052681754,919,655,102.79937329691907,114.87249560345451,576,651,102.7848245604279,119.36073501862788,659,988,AAPL
2023-01-01 00:01:04,102.80934509687381,114.2135700227707,589,773,104.39210601249718,110.86032157032943,383,158,101.75334241376859,116.45759292261306,586,475,101.05955911344047,113.55436680724532,533,546,100.95648599556007,119.02740461092002,378,578,AAPL
2023-01-01 00:01:05,105.42696083158249,117.37582301588891,426,527,106.10546755015424,110.57026914003619,411,964,100.10114431660836,110.1351727169972,572,841,101.12241071991589,112.51513039676401,896,949,101.6485674094655,115.43278029918106,809,263,AAPL
2023-01-01 00:01:06,101.40924224974762,112.38777145768303,697,551,101.60365406119743,111.05483427461036,198,198,101.48808714518177,111.62170727137187,481,489,102.91223318578277,116.94671729596958,941,115,101.73947801604193,115.77311633168358,769,423,AAPL
2023-01-01 00:01:07,108.0219698075404,111.10474113131394,388,711,106.73645417474907,115.85587683872612,296,970,107.75872289544127,119.84914766016905,379,719,106.14183723984539,117.69485387315586,131,738,108.42694944222761,117.05017212403489,922,667,AAPL
2023-01-01 00:01:08,100.74550643679771,113.54622157640776,692,949,101.7925325573928,115.44344887634321,581,594,104.46783676508211,110.75993506315832,171,316,108.04320326097172,112.44789519029425,186,984,102.84319686978291,112.6469489643615,618,650,AAPL
2023-01-01 00:01:09,109.86886936600517,112.87238991654081,763,918,106.93949590510157,112.33740792036744,977,613,104.47500247810429,116.78788222260245,620,498,108.99250306981565,110.49447436679347,650,448,107.14691733914756,112.21915622713303,347,930,AAPL
2023-01-01 00:01:10,107.72244769296657,112.9630812045599,672,240,102.29598160753969,116.37774141845591,325,854,109.55022919611669,111.76082633031716,465,359,106.23753384369233,118.48752700565235,492,302,105.67838746339305,116.74022946601633,467,739,AAPL
2023-01-01 00:01:11,101.98715681534172,112.3360775104991,672,182,101.1755130015022,118.20067502055649,944,396,109.19634908028074,117.16718585767642,193,923,100.05631312748054,110.09959741204304,712,233,109.77038753616442,111.04422446158908,843,733,AAPL
2023-01-01 00:01:12,100.05522117123603,110.42093189636361,453,276,101.65284490142957,110.41578959846593,714,310,103.11194737804009,117.05990402961993,472,419,101.86316776518534,119.37112493921472,343,870,102.72822668880202,114.5406200472338,717,858,AAPL
2023-01-01 00:01:13,108.15461428454834,110.17873934733414,127,297,100.0199213521907,114.98129943548042,717,222,102.09058128780866,112.34199059788091,438,295,100.99726203853368,116.27619873982707,331,625,101.583730205292,114.9276042399909,197,797,AAPL
2023-01-01 00:01:14,107.06857343847616,119.87722389736031,142,723,107.18739617853531,116.89310412102691,464,328,108.48482209933739,112.69634399219204,536,577,103.6332447556901,113.21846635201321,679,607,100.5203783769456,113.81336976915168,367,307,AAPL
2023-01-01 00:01:15,107.29007168040988,114.27773133735863,780,667,107.32401049058379,112.52311927069687,467,693,109.06019071044363,116.54770713602088,435,517,105.01350993633746,112.46477909576737,291,165,102.4095966228128,111.85268175697735,159,414,AAPL
2023-01-01 00:01:16,107.71270346685945,113.84326647159682,522,790,105.1493334991326,113.0777090529315,669,755,105.41596922798487,113.90086038780214,763,574,100.4339717857856,110.09005664264475,639,579,106.84070886415392,113.55316264325354,599,403,AAPL
2023-01-01 00:01:17,100.7404465173409,116.7964728269307,697,520,101.61362801055384,116.13637902989385,689,487,106.294237111171,111.94547969699912,591,706,103.48477975795656,112.35471417010878,369,962,100.85258224636861,113.3755725356045,407,338,AAPL
2023-01-01 00:01:18,103.58465728544273,112.18253887865065,276,500,100.8355433751069,118.97935293443737,174,239,102.56914284692293,117.31679598787481,967,667,101.79179674625323,111.37728301517141,837,558,102.44701845149659,114.9926567464875,592,826,AAPL
2023-01-01 00:01:19,101.1586905952513,119.49961183950225,628,797,100.19128966437287,118.09924420302899,141,640,108.00802687978525,111.54147524336334,139,643,106.47070166258874,116.12166220723145,176,441,108.55308368184012,116.7468084157852,510,903,AAPL
2023-01-01 00:01:20,108.63103425875593,117.86345014415552,709,570,101.65748176965221,115.83130219099584,521,490,106.32122428449023,118.55643664144947,458,330,104.6427236932434,111.66545588593802,834,806,105.8295294936452,119.6823512352617,239,323,AAPL
2023-01-01 00:01:21,106.23298126827558,110.8941100231226,593,317,108.90855534983146,117.30221717757249,935,369,105.03513511297997,115.14669524051827,673,983,104.95317646933908,115.28629837536619,983,725,100.69521540253196,111.44163260174328,427,187,AAPL
2023-01-01 00:01:22,103.3089802485265,114.17580775784928,297,927,102.41536841701682,113.64822470207798,280,858,100.60108556078396,111.057006038793,353,620,104.27691788033461,115.90116422344471,266,258,100.47683144249763,118.73017109941082,563,636,AAPL
2023-01-01 00:01:23,100.63558350286024,118.79118307562165,709,828,103.54271327217215,116.40965528098758,644,111,109.15934962511153,116.94072333530984,680,802,109.56019710486567,112.98041698346914,383,260,100.61122875325766,112.84178000390263,801,528,AAPL
2023-01-01 00:01:24,103.10982321715662,119.4473202229141,676,731,101.05345484481333,114.66181591127557,170,966,106.15451420384406,115.1916303957454,497,972,102.14735125121564,110.35064949018718,803,353,109.41875050147253,115.91372770001405,736,319,AAPL
2023-01-01 00:01:25,103.25183322026747,114.6740151124987,941,274,102.2236130474817,111.89936136457561,667,488,101.92691094692968,112.9805757179481,856,299,105.16664259843874,110.37253880614196,188,996,108.49871428561055,115.46736947983868,262,374,AAPL
2023-01-01 00:01:26,107.29606178338064,116.13411389210708,952,122,105.19224570780204,117.01738273877257,204,436,106.06386116983053,114.22539380223854,976,945,107.36017368365336,110.26347332193917,643,626,108.44940042018774,115.56948418628264,159,746,AAPL
2023-01-01 00:01:27,106.37557471355213,111.67033946092076,616,824,106.07752683095653,115.56464637348822,299,605,106.77463354239973,112.98337743587498,269,772,105.56844413134563,117.39124667136547,748,648,109.24216762243546,117.23358611718812,130,844,AAPL
2023-01-01 00:01:28,108.87212742576327,119.91168626136977,613,334,102.45352314166212,113.58621581953591,200,205,105.25770336683226,112.63025835742783,789,698,109.29020885716801,113.18009704814298,255,254,105.0525539025091,113.81688305748996,432,165,AAPL
2023-01-01 00:01:29,104.7221492516195,112.31671701383443,121,112,100.57732159225117,119.11339190078631,867,131,107.18101737956023,111.63608420843713,800,120,103.77968355641283,117.96300185967664,349,585,102.47344671143344,113.19099963236856,175,691,AAPL
2023-01-01 00:01:30,101.19594245938302,119.42731774135126,211,200,103.91032869127399,110.20934117826734,406,173,105.81453947928624,113.62767133137476,610,410,104.63675805773178,114.31732823842849,194,531,104.01348004238518,118.52834573185477,854,522,AAPL
2023-01-01 00:01:31,107.13244787222995,116.49646648992369,156,635,102.34203370926335,113.15773151249496,685,270,109.47769582032149,112.50987206316071,359,687,100.88522315214729,114.52998100829964,116,126,107.18864072883811,112.2009504027427,416,354,AAPL
2023-01-01 00:01:32,107.60785048616897,116.07736794878859,165,975,102.19553923229802,110.56881397777647,782,948,100.53697078599306,116.83434487053917,683,997,106.08999111051928,115.12882602509573,216,111,108.76032871521265,111.80246037311143,869,224,AAPL
2023-01-01 00:01:33,105.61277197569497,115.12688511016509,941,622,109.59862802713455,117.66527316221627,476,168,101.06245708469561,116.83876741163306,558,752,102.88211968448105,117.13031456375104,432,166,104.35090926699525,110.1560743665526,516,245,AAPL
2023-01-01 00:01:34,107.70967179954562,112.30669811717759,197,884,106.16300485925724,117.02107454113792,754,912,101.7367163695434,115.01840242555639,628,737,101.60309039515569,112.73502865829707,922,641,105.35380955382061,112.10577782029186,289,714,AAPL
2023-01-01 00:01:35,104.9379559636439,111.76528032005508,243,551,105.56878443172096,113.31352218736318,777,461,106.90171070604332,117.7794452747032,981,862,105.44531292904509,111.21587349533527,621,195,109.31782993276254,115.18531433316709,588,484,AAPL
2023-01-01 00:01:36,105.22732829381994,112.20486209070175,979,530,104.15775103523322,116.75662902207073,498,748,106.45595872749809,118.41339719006048,440,999,105.32310263379911,115.56057335191461,179,314,101.0749863710943,115.38508873014113,988,546,AAPL
2023-01-01 00:01:37,104.27541018358549,111.86438262144254,534,892,104.28944333430144,113.9593722619595,872,532,108.92058860209694,115.79766457434273,156,695,100.75871641224047,113.26977623242739,745,293,108.62299216974124,112.54420491195535,414,486,AAPL
2023-01-01 00:01:38,100.25419126744096,117.79584473566753,736,705,105.40905003838081,117.56253791422435,320,199,107.32877452883898,116.18935162763434,317,533,106.98215453494473,114.42491313668037,531,746,101.59307482251936,110.722741700412,395,482,AAPL
2023-01-01 00:01:39,101.07891426993305,113.5012525916673,778,812,106.96429807036107,114.54183662736706,694,757,105.08355487564592,112.82885909786366,718,470,106.23772190650853,116.46946708337305,302,389,104.8386135029062,117.44640796345206,600,376,AAPL
2023-01-01 00:01:40,100.31429185686734,110.57842676563396,185,632,107.02146096181829,114.12279727831665,281,108,109.9183179246363,118.9486920070552,915,659,101.89017282746497,114.9412574114127,215,643,102.18423128663059,117.579753485623,276,481,AAPL
2023-01-01 00:01:41,106.3641041126378,119.69102630140812,687,951,101.71693907705449,119.347299154883,406,673,102.66107956169299,110.2420604442253,784,990,104.69434862154044,116.20278817100842,319,984,106.02947630690605,119.97836396291561,899,223,AAPL
2023-01-01 00:01:42,103.14355981076326,118.83785884963426,443,822,105.00112752076627,112.508790998907,621,796,108.33191659785454,113.48602469442845,830,177,107.2032291647856,115.44200002113628,352,138,105.58573421708266,119.00029570534718,905,366,AAPL
2023-01-01 00:01:43,105.08570691164702,119.27752283195213,393,751,104.11958095034102,111.20447339996565,495,128,104.26790372193919,117.21800421549855,563,641,105.29435740541277,117.39796371936099,268,963,103.80007364240751,119.26062064517643,959,889,AAPL
2023-01-01 00:01:44,109.07566473926093,119.94907822646435,670,392,108.70526966269384,115.84543113259458,103,992,106.48735138875735,110.80089509671161,346,384,103.9548907618357,117.0593661771162,946,305,108.63303514845124,117.98203825743941,818,210,AAPL
2023-01-01 00:01:45,102.49292229148875,111.73895249219487,749,909,106.31418921218376,119.69321812284178,962,213,107.27268470452434,111.83169527428292,829,747,103.22338458080944,115.34189891808619,415,998,106.5981332028806,116.15502853382499,314,480,AAPL
2023-01-01 00:01:46,104.1038292303563,113.96242018902659,710,200,105.32504066415981,113.77839213727187,947,561,106.33754087190336,115.89285727862851,472,239,106.10393866644054,116.78903020859707,816,654,107.21205124961944,111.2854595760451,955,924,AAPL
2023-01-01 00:01:47,107.55551138543049,117.58238475704091,803,601,101.15394642178917,110.62036763628781,903,242,101.40507303108593,115.59993671463558,516,652,109.39108698310241,118.73559602272613,909,583,101.50659738207669,116.22313297455878,752,700,AAPL
2023-01-01 00:01:48,102.28798165491622,116.96020618053792,342,403,106.05637889323411,113.39305267309567,380,489,104.42951010747933,117.38928296130955,130,381,106.71744840477483,114.32271287788168,471,436,108.83165677975617,110.55955860414626,696,998,AAPL
2023-01-01 00:01:49,100.76979909828793,111.53895906339855,930,970,101.17203905680233,115.05931654319558,314,731,105.61438377933125,118.12612639088172,467,661,100.74745903636315,114.12763072748794,859,595,101.67040163620018,118.85299111271192,793,257,AAPL
2023-01-01 00:01:50,102.89751452913768,118.15833124990618,660,639,103.37206575565752,111.61923006632213,709,781,108.49043759178596,111.28579578511669,658,357,104.60684973482134,117.6424562085238,976,870,102.2278496420996,114.81821335414197,431,827,AAPL
2023-01-01 00:01:51,101.61221287254004,112.24440571836661,131,652,101.42841964814332,116.58102218056491,519,256,104.43645748798572,110.18380989775243,745,922,108.90824131510628,115.82553837041993,682,348,101.2805513849688,116.974728319758,227,995,AAPL
2023-01-01 00:01:52,109.29697652342573,112.23817614822623,490,454,106.9207364702437,119.97749389010201,200,434,109.18747304804252,116.89638519658907,207,459,100.94462425801086,110.71006780222588,255,173,104.40359207968815,110.52243663695964,368,912,AAPL
2023-01-01 00:01:53,108.08120379564417,115.36974422893414,376,402,102.06252113836153,114.51739475981444,620,960,104.4037422302521,113.0139179576636,683,539,109.88875712137543,118.92112015691082,713,472,108.8770923175231,115.34248422922825,650,647,AAPL
2023-01-01 00:01:54,106.33403756510424,115.92939934841704,631,595,103.91859373188026,113.54728556730213,672,359,105.48779859263011,116.25983913917953,938,369,109.49069393645422,110.3078310223764,112,930,102.52447519609859,113.01263397853363,634,698,AAPL
2023-01-01 00:01:55,108.71460590187718,115.80086207837812,253,757,108.95674777618778,114.00704166834467,408,181,107.962856829428,111.50544588062225,517,233,100.78274480729876,117.48396356209743,607,978,103.73753420422953,112.84968265737245,853,217,AAPL
