timestamp,trade_price,trade_volume,trade_direction,stock
2023-01-01 00:02:58,114.36729988736735,852,buy,AAPL
2023-01-01 00:02:59,106.37520944145993,672,sell,AAPL
2023-01-01 00:03:00,108.41066351050259,990,buy,AAPL
2023-01-01 00:03:01,106.13473521240589,589,sell,AAPL
2023-01-01 00:03:02,114.24693618278563,518,sell,AAPL
2023-01-01 00:03:03,113.77339353380981,789,sell,AAPL
2023-01-01 00:03:04,107.57941627715155,949,sell,AAPL
2023-01-01 00:03:05,111.5998404603418,161,sell,AAPL
2023-01-01 00:03:06,113.17222200201216,244,sell,AAPL
2023-01-01 00:03:07,110.55200811599462,315,buy,AAPL
2023-01-01 00:03:08,110.29650578356006,102,sell,AAPL
2023-01-01 00:03:09,107.41852290900452,259,buy,AAPL
2023-01-01 00:03:10,105.931027678059,838,buy,AAPL
2023-01-01 00:03:11,113.97215757953327,880,sell,AAPL
2023-01-01 00:03:12,114.0041805716333,219,buy,AAPL
2023-01-01 00:03:13,111.33101457273268,992,sell,AAPL
2023-01-01 00:03:14,108.390297910487,188,buy,AAPL
2023-01-01 00:03:15,108.49209574612661,428,sell,AAPL
2023-01-01 00:03:16,112.2595567887024,679,buy,AAPL
2023-01-01 00:03:17,113.97110259952578,456,sell,AAPL
2023-01-01 00:03:18,113.87086424265118,709,sell,AAPL
2023-01-01 00:03:19,112.79875545857624,366,sell,AAPL
2023-01-01 00:03:20,111.42031646154288,716,sell,AAPL
2023-01-01 00:03:21,105.84139964995049,422,buy,AAPL
2023-01-01 00:03:22,106.61628714094614,734,sell,AAPL
2023-01-01 00:03:23,113.98554188527079,640,buy,AAPL
2023-01-01 00:03:24,111.0642905965959,748,buy,AAPL
2023-01-01 00:03:25,105.0919705161663,294,buy,AAPL
2023-01-01 00:03:26,106.01471542866032,837,sell,AAPL
2023-01-01 00:03:27,111.63501769108056,431,buy,AAPL
2023-01-01 00:03:28,105.05061583846219,269,buy,AAPL
2023-01-01 00:03:29,106.60808051417499,620,buy,AAPL
2023-01-01 00:03:30,110.48733789366587,562,sell,AAPL
2023-01-01 00:03:31,111.91895197692693,139,sell,AAPL
2023-01-01 00:03:32,111.519612595026,636,buy,AAPL
2023-01-01 00:03:33,107.2426930946056,360,sell,AAPL
2023-01-01 00:03:34,112.12179221347536,494,sell,AAPL
2023-01-01 00:03:35,107.372490874968,325,buy,AAPL
2023-01-01 00:03:36,108.25399698159268,223,buy,AAPL
2023-01-01 00:03:37,112.46491405118024,137,sell,AAPL
2023-01-01 00:03:38,111.49632899047215,427,buy,AAPL
2023-01-01 00:03:39,113.49223410494179,350,sell,AAPL
2023-01-01 00:03:40,111.57612892300344,275,sell,AAPL
2023-01-01 00:03:41,110.68308603335471,701,sell,AAPL
2023-01-01 00:03:42,105.93674767828092,553,sell,AAPL
2023-01-01 00:03:43,108.67715803059434,136,sell,AAPL
2023-01-01 00:03:44,107.65202367681725,415,sell,AAPL
2023-01-01 00:03:45,107.43989643379084,787,buy,AAPL
2023-01-01 00:03:46,114.73010554752446,895,buy,AAPL
2023-01-01 00:03:47,108.93097724666761,692,sell,AAPL
2023-01-01 00:03:48,113.92046555177113,213,sell,AAPL
2023-01-01 00:03:49,111.31138625997264,139,sell,AAPL
2023-01-01 00:03:50,112.94811303541648,400,buy,AAPL
2023-01-01 00:03:51,110.02637093105191,323,sell,AAPL
2023-01-01 00:03:52,110.76903884626358,417,buy,AAPL
2023-01-01 00:03:53,109.92517693818864,448,sell,AAPL
2023-01-01 00:03:54,106.95242987798045,214,sell,AAPL
2023-01-01 00:03:55,112.22452115261505,797,buy,AAPL
2023-01-01 00:03:56,107.80772362440855,422,buy,AAPL
2023-01-01 00:03:57,105.24315966431453,667,sell,AAPL
2023-01-01 00:03:58,111.45472295907167,139,sell,AAPL
2023-01-01 00:03:59,106.77110679407049,965,sell,AAPL
2023-01-01 00:04:00,114.40458584352915,139,buy,AAPL
2023-01-01 00:04:01,114.53928577002587,958,buy,AAPL
2023-01-01 00:04:02,114.14864390220448,848,buy,AAPL
2023-01-01 00:04:03,108.70158700255445,388,buy,AAPL
2023-01-01 00:04:04,105.15456616528867,361,buy,AAPL
2023-01-01 00:04:05,114.28318562587725,315,buy,AAPL
2023-01-01 00:04:06,109.28184148317314,246,sell,AAPL
2023-01-01 00:04:07,114.6665481904367,435,sell,AAPL
2023-01-01 00:04:08,114.63619977089253,267,buy,AAPL
2023-01-01 00:04:09,113.5300945546736,191,sell,AAPL
2023-01-01 00:04:10,107.94448892069586,452,sell,AAPL
2023-01-01 00:04:11,108.85097728601926,670,buy,AAPL
2023-01-01 00:04:12,113.51136671516856,670,sell,AAPL
2023-01-01 00:04:13,108.16922005156277,915,buy,AAPL
2023-01-01 00:04:14,106.69492746686092,780,buy,AAPL
2023-01-01 00:04:15,110.5680126245835,880,sell,AAPL
2023-01-01 00:04:16,114.36154774160781,462,buy,AAPL
2023-01-01 00:04:17,111.96029796674974,656,buy,AAPL
2023-01-01 00:04:18,110.70061170089365,444,buy,AAPL
2023-01-01 00:04:19,105.97176493770769,792,buy,AAPL
2023-01-01 00:04:20,111.1500722669917,269,buy,AAPL
2023-01-01 00:04:21,114.90053850104263,455,buy,AAPL
2023-01-01 00:04:22,106.40084015236523,290,buy,AAPL
2023-01-01 00:04:23,110.18329652363737,766,buy,AAPL
2023-01-01 00:04:24,113.77373071927956,521,sell,AAPL
2023-01-01 00:04:25,112.40768617754205,799,sell,AAPL
2023-01-01 00:04:26,111.97015740995268,106,sell,AAPL
2023-01-01 00:04:27,112.02484083987109,232,buy,AAPL
2023-01-01 00:04:28,108.59491151219756,846,buy,AAPL
2023-01-01 00:04:29,107.93591844264493,656,sell,AAPL
2023-01-01 00:04:30,113.09361155478514,925,sell,AAPL
2023-01-01 00:04:31,113.1011339467918,860,sell,AAPL
2023-01-01 00:04:32,113.67072318580104,130,buy,AAPL
2023-01-01 00:04:33,114.1324055255647,634,sell,AAPL
2023-01-01 00:04:34,110.11342398860938,525,sell,AAPL
2023-01-01 00:04:35,110.015162946872,493,buy,AAPL
2023-01-01 00:04:36,112.98295178966775,771,sell,AAPL
2023-01-01 00:04:37,111.49963930777766,462,buy,AAPL
2023-01-01 00:04:38,112.01966877257703,536,buy,AAPL
2023-01-01 00:04:39,112.957926694361,769,buy,AAPL
2023-01-01 00:04:40,113.90005341817566,650,sell,AAPL
2023-01-01 00:04:41,108.37995156851535,181,sell,AAPL
2023-01-01 00:04:42,108.75582952639944,455,buy,AAPL
2023-01-01 00:04:43,105.93981939840869,357,sell,AAPL
2023-01-01 00:04:44,110.78280140996173,817,sell,AAPL
2023-01-01 00:04:45,105.35942273796742,688,sell,AAPL
2023-01-01 00:04:46,109.6559801813246,623,sell,AAPL
2023-01-01 00:04:47,110.42644634707577,394,buy,AAPL
2023-01-01 00:04:48,107.86541252128285,323,sell,AAPL
2023-01-01 00:04:49,110.9083326056901,624,buy,AAPL
2023-01-01 00:04:50,105.3050024993905,145,buy,AAPL
2023-01-01 00:04:51,105.37348188749215,766,sell,AAPL
2023-01-01 00:04:52,113.22600560659659,212,buy,AAPL
2023-01-01 00:04:53,108.60190641411263,332,sell,AAPL
2023-01-01 00:04:54,106.27060512651884,116,sell,AAPL
2023-01-01 00:04:55,110.22243260054805,459,buy,AAPL
2023-01-01 00:04:56,112.69993553098611,322,buy,AAPL
2023-01-01 00:04:57,107.15821027496843,965,buy,AAPL
2023-01-01 00:04:58,111.22890475819,799,buy,AAPL
2023-01-01 00:04:59,105.85347464993768,547,sell,AAPL
2023-01-01 00:05:00,105.51681721168607,955,sell,AAPL
2023-01-01 00:05:01,110.31354631568148,464,sell,AAPL
2023-01-01 00:05:02,110.40635121610106,774,buy,AAPL
2023-01-01 00:05:03,111.37429901498207,425,buy,AAPL
2023-01-01 00:05:04,112.26091333722661,566,buy,AAPL
2023-01-01 00:05:05,114.75852079462534,513,sell,AAPL
2023-01-01 00:05:06,110.16300348301195,554,buy,AAPL
2023-01-01 00:05:07,108.22956472941246,685,sell,AAPL
2023-01-01 00:05:08,112.95186194768704,332,buy,AAPL
2023-01-01 00:05:09,107.70832251262074,323,sell,AAPL
2023-01-01 00:05:10,109.38971420705636,930,sell,AAPL
2023-01-01 00:05:11,105.78456381342266,511,buy,AAPL
2023-01-01 00:05:12,105.25350743415457,671,buy,AAPL
2023-01-01 00:05:13,114.62648414677925,434,sell,AAPL
2023-01-01 00:05:14,113.35980120512205,321,sell,AAPL
2023-01-01 00:05:15,111.95974206093697,136,buy,AAPL
2023-01-01 00:05:16,109.0895294441427,377,buy,AAPL
2023-01-01 00:05:17,106.73294320070846,295,sell,AAPL
2023-01-01 00:05:18,106.56437042671087,963,buy,AAPL
2023-01-01 00:05:19,107.50242898164595,583,sell,AAPL
2023-01-01 00:05:20,110.4922666470612,341,sell,AAPL
2023-01-01 00:05:21,112.14595922700062,423,buy,AAPL
2023-01-01 00:05:22,111.60197376717731,830,buy,AAPL
2023-01-01 00:05:23,107.79933896945943,291,buy,AAPL
2023-01-01 00:05:24,114.54865280663194,116,buy,AAPL
2023-01-01 00:05:25,112.37896916695769,623,buy,AAPL
2023-01-01 00:05:26,110.54354052511401,500,sell,AAPL
2023-01-01 00:05:27,111.11720746234352,985,sell,AAPL
2023-01-01 00:05:28,109.1960006242779,804,buy,AAPL
2023-01-01 00:05:29,107.47730989501157,121,buy,AAPL
2023-01-01 00:05:30,108.55972678651261,573,buy,AAPL
2023-01-01 00:05:31,112.5784611046437,219,sell,AAPL
2023-01-01 00:05:32,105.14393488629756,309,buy,AAPL
2023-01-01 00:05:33,106.16072640506916,405,buy,AAPL
2023-01-01 00:05:34,105.46002642021753,369,sell,AAPL
2023-01-01 00:05:35,105.40728802318971,803,sell,AAPL
2023-01-01 00:05:36,113.55460584011007,786,buy,AAPL
2023-01-01 00:05:37,112.03657859380024,384,buy,AAPL
2023-01-01 00:05:38,109.74173829087326,815,buy,AAPL
2023-01-01 00:05:39,105.97834160651001,775,sell,AAPL
2023-01-01 00:05:40,109.91615875116833,862,buy,AAPL
2023-01-01 00:05:41,109.73471770780566,326,buy,AAPL
2023-01-01 00:05:42,106.73201869910015,480,buy,AAPL
2023-01-01 00:05:43,109.33851649237972,559,sell,AAPL
2023-01-01 00:05:44,108.98504734397373,106,sell,AAPL
2023-01-01 00:05:45,111.15850098052216,128,buy,AAPL
2023-01-01 00:05:46,111.35093650867644,132,buy,AAPL
2023-01-01 00:05:47,105.45304009772045,745,sell,AAPL
2023-01-01 00:05:48,108.74612614626471,978,sell,AAPL
2023-01-01 00:05:49,111.25859915714236,178,sell,AAPL
2023-01-01 00:05:50,110.03136258580088,558,sell,AAPL
2023-01-01 00:05:51,113.56489841188322,669,sell,AAPL
2023-01-01 00:05:52,111.58693631618945,637,sell,AAPL
2023-01-01 00:05:53,106.6293442708143,581,sell,AAPL
2023-01-01 00:05:54,105.70568747400429,529,sell,AAPL
2023-01-01 00:05:55,111.42419278206316,837,sell,AAPL
2023-01-01 00:05:56,105.26511310541622,384,buy,AAPL
2023-01-01 00:05:57,110.85775581273464,615,buy,AAPL
2023-01-01 00:05:58,114.40230241424958,198,buy,AAPL
2023-01-01 00:05:59,110.75474177875878,496,sell,AAPL
2023-01-01 00:06:00,108.88169926206523,588,buy,AAPL
2023-01-01 00:06:01,111.43288218442353,138,sell,AAPL
2023-01-01 00:06:02,109.58252890491516,370,sell,AAPL
2023-01-01 00:06:03,110.45616789315935,986,buy,AAPL
2023-01-01 00:06:04,114.41464808776524,896,sell,AAPL
2023-01-01 00:06:05,108.86102637800774,256,buy,AAPL
2023-01-01 00:06:06,114.61190563823914,174,buy,AAPL
2023-01-01 00:06:07,114.05350641956063,983,buy,AAPL
2023-01-01 00:06:08,106.95791134789296,899,sell,AAPL
2023-01-01 00:06:09,105.69361300875165,229,buy,AAPL
2023-01-01 00:06:10,106.00778001377427,786,sell,AAPL
2023-01-01 00:06:11,105.1822182565155,183,buy,AAPL
2023-01-01 00:06:12,105.94442960755929,121,buy,AAPL
2023-01-01 00:06:13,111.83006773416356,558,buy,AAPL
2023-01-01 00:06:14,105.71188648460229,638,sell,AAPL
2023-01-01 00:06:15,108.18975630293761,806,sell,AAPL
2023-01-01 00:06:16,113.44875310969455,948,sell,AAPL
2023-01-01 00:06:17,105.23271935735826,481,buy,AAPL
2023-01-01 00:06:18,113.14468482588936,847,buy,AAPL
2023-01-01 00:06:19,107.818547747734,539,sell,AAPL
2023-01-01 00:06:20,106.18164827621656,703,sell,AAPL
2023-01-01 00:06:21,111.96737165364151,120,sell,AAPL
2023-01-01 00:06:22,111.28942846779884,402,sell,AAPL
2023-01-01 00:06:23,113.77472013527053,968,sell,AAPL
2023-01-01 00:06:24,112.35071043803886,183,sell,AAPL
2023-01-01 00:06:25,113.03480930384849,873,buy,AAPL
2023-01-01 00:06:26,107.82034572571307,758,sell,AAPL
2023-01-01 00:06:27,106.77439543779722,552,buy,AAPL
2023-01-01 00:06:28,112.50614751640859,486,buy,AAPL
2023-01-01 00:06:29,113.06834739267264,606,sell,AAPL
2023-01-01 00:06:30,114.90505142000673,356,sell,AAPL
2023-01-01 00:06:31,109.12617676911427,669,buy,AAPL
2023-01-01 00:06:32,108.72018085792783,991,sell,AAPL
2023-01-01 00:06:33,112.76412960741997,626,sell,AAPL
2023-01-01 00:06:34,108.40803540253017,261,buy,AAPL
2023-01-01 00:06:35,114.30757325603565,262,buy,AAPL
2023-01-01 00:06:36,113.58412751843012,931,buy,AAPL
2023-01-01 00:06:37,109.28994027375018,892,sell,AAPL
2023-01-01 00:06:38,112.50871067791498,891,buy,AAPL
2023-01-01 00:06:39,112.54542874084683,623,sell,AAPL
2023-01-01 00:06:40,106.03123868835932,885,buy,AAPL
2023-01-01 00:06:41,114.02552906679567,370,buy,AAPL
2023-01-01 00:06:42,110.05252372447858,591,buy,AAPL
2023-01-01 00:06:43,113.26457466107742,307,sell,AAPL
2023-01-01 00:06:44,108.20049601030611,638,sell,AAPL
2023-01-01 00:06:45,113.95523228496201,683,buy,AAPL
2023-01-01 00:06:46,108.89201678734163,159,buy,AAPL
2023-01-01 00:06:47,105.10837651480298,529,buy,AAPL
2023-01-01 00:06:48,114.05381976419264,756,sell,AAPL
2023-01-01 00:06:49,105.91286676786133,704,buy,AAPL
2023-01-01 00:06:50,108.19313637590415,408,sell,AAPL
2023-01-01 00:06:51,114.50061967050804,619,buy,AAPL
2023-01-01 00:06:52,114.50607146937556,690,buy,AAPL
2023-01-01 00:06:53,110.73437888123286,126,buy,AAPL
2023-01-01 00:06:54,111.31837212169799,785,buy,AAPL
2023-01-01 00:06:55,109.4844552197832,661,buy,AAPL
2023-01-01 00:06:56,107.93210771698064,298,buy,AAPL
2023-01-01 00:06:57,108.28664545369917,486,sell,AAPL
2023-01-01 00:06:58,111.72518456077039,448,buy,AAPL
2023-01-01 00:06:59,112.5237452943768,792,sell,AAPL
2023-01-01 00:07:00,112.91579043725848,635,buy,AAPL
2023-01-01 00:07:01,112.89618142794554,927,buy,AAPL
2023-01-01 00:07:02,105.91206103048691,477,sell,AAPL
2023-01-01 00:07:03,109.94420304702581,998,buy,AAPL
2023-01-01 00:07:04,105.57558760016644,657,sell,AAPL
2023-01-01 00:07:05,110.49528882323736,626,sell,AAPL
2023-01-01 00:07:06,109.41530501373377,252,buy,AAPL
2023-01-01 00:07:07,113.877041827583,833,sell,AAPL
2023-01-01 00:07:08,108.50915012552079,305,sell,AAPL
2023-01-01 00:07:09,106.17067016427606,554,buy,AAPL
2023-01-01 00:07:10,106.42991682052836,372,sell,AAPL
2023-01-01 00:07:11,112.61510631717472,993,buy,AAPL
2023-01-01 00:07:12,111.18218063316262,335,buy,AAPL
2023-01-01 00:07:13,106.0112267612279,951,buy,AAPL
2023-01-01 00:07:14,105.84106806114997,839,buy,AAPL
2023-01-01 00:07:15,112.0096913145912,620,sell,AAPL
2023-01-01 00:07:16,105.72763006364194,777,buy,AAPL
2023-01-01 00:07:17,113.21860059290356,930,buy,AAPL
2023-01-01 00:07:18,112.06242227156497,825,sell,AAPL
2023-01-01 00:07:19,105.813487806419,600,buy,AAPL
2023-01-01 00:07:20,105.84837714085192,216,buy,AAPL
2023-01-01 00:07:21,114.86639578501175,485,sell,AAPL
2023-01-01 00:07:22,108.74270795756121,443,sell,AAPL
2023-01-01 00:07:23,108.70642147066891,683,sell,AAPL
2023-01-01 00:07:24,113.12799567257503,494,sell,AAPL
2023-01-01 00:07:25,114.47248577383859,163,sell,AAPL
2023-01-01 00:07:26,114.86001063822872,816,sell,AAPL
2023-01-01 00:07:27,112.53378185258941,820,sell,AAPL
2023-01-01 00:07:28,108.76259585530916,171,buy,AAPL
2023-01-01 00:07:29,105.83500716698668,888,sell,AAPL
