timestamp,bid_price_1,ask_price_1,bid_volume_1,ask_volume_1,bid_price_2,ask_price_2,bid_volume_2,ask_volume_2,bid_price_3,ask_price_3,bid_volume_3,ask_volume_3,bid_price_4,ask_price_4,bid_volume_4,ask_volume_4,bid_price_5,ask_price_5,bid_volume_5,ask_volume_5,stock,OFI,OFI_level_1,OFI_level_2,OFI_level_3,OFI_level_4,OFI_level_5,Integrated_OFI
2023-01-01 00:00:11,109.69909852161994,119.87668007996646,681,113,106.49322324576882,110.12897469789526,277,135,107.02156765196904,113.49052424461551,699,561,102.85405290302842,113.23609469434072,621,287,100.85466801487482,118.8576169411262,491,869,AAPL,804,160.8,321.6,482.4,643.2,804.0,1198.972359689663
2023-01-01 00:00:12,108.3244264080042,119.44059339686612,655,277,109.36280621468929,115.402994067615,754,538,103.7172698461646,119.6622572570582,168,145,108.44209585776233,118.38657154492458,900,103,103.81310639952078,114.23288488419836,930,581,AAPL,1763,352.6,705.2,1057.8,1410.4,1763.0,2621.399229514611
2023-01-01 00:00:13,102.12339110678276,110.39426811368506,940,511,100.6400634660862,118.51150735425982,461,828,100.1771385060939,118.01619485982032,136,491,104.3239636018509,111.03576566103015,913,842,108.41958454418348,117.73925056805548,579,288,AAPL,69,13.8,27.6,41.4,55.2,69.0,108.79118208660108
2023-01-01 00:00:14,101.818249672071,117.05575172515688,912,977,108.24743237347008,119.57631646272588,859,691,107.03199784775488,116.30417618381354,864,218,108.28667143533592,118.37729098622655,670,744,109.06896391633828,119.71824424679406,496,463,AAPL,708,141.6,283.2,424.8,566.4,708.0,1056.5813487374264
2023-01-01 00:00:15,101.83404509853432,119.25248317415664,327,152,102.92383110412192,115.65744950613288,738,925,100.2170009527554,112.92925203403122,863,630,108.22888068293504,111.52750431667616,407,224,100.71889454600012,113.58934760253048,501,338,AAPL,567,113.4,226.8,340.2,453.6,567.0,847.4445514013289
2023-01-01 00:00:16,103.04242242959538,111.80575345127332,795,507,104.43919454506376,115.14461327739896,874,694,106.31188078060072,113.73540296314296,239,546,101.88870186762854,110.82927152509724,361,114,106.34550140861629,114.05269570232736,373,500,AAPL,281,56.2,112.4,168.6,224.8,281.0,423.23799793945716
2023-01-01 00:00:17,105.24756431632238,115.6794523055263,718,946,100.21913328775008,110.8505638548924,139,676,101.63616488742556,116.69969924096657,966,831,107.01141131383577,116.41775404441012,997,624,106.84385424592074,119.05576058996569,944,945,AAPL,-258,-51.6,-103.2,-154.79999999999998,-206.4,-258.0,-376.2281989694551
2023-01-01 00:00:18,104.31945018642116,119.1548829758804,695,121,103.01046077834312,115.488728015426,515,424,105.65603527748044,110.71980818463322,992,844,102.9064296930653,114.71937365755296,896,729,105.33769942432023,111.59642867815182,238,403,AAPL,815,163.0,326.0,489.0,652.0,815.0,1215.2879963612734
2023-01-01 00:00:19,102.91229140198044,110.33945978585798,949,129,105.0263124263013,113.79979078965394,454,739,105.039130253806,112.56680591650264,779,705,102.97492669992668,119.07890600412831,730,339,106.66984861469544,110.28594838359442,202,190,AAPL,1012,202.4,404.8,607.1999999999999,809.6,1012.0,1507.4862167528424
2023-01-01 00:00:20,106.1185289472238,116.9742026724684,349,802,100.5617607734744,116.07135280883575,354,406,100.13513642306182,117.139009333966,665,862,102.9634807688058,113.63189196090848,779,874,102.33690715443096,119.08889004849112,341,491,AAPL,-947,-189.4,-378.8,-568.1999999999999,-757.6,-947.0,-1398.180350491237
2023-01-01 00:00:21,101.3949386065204,112.97349007372551,974,359,104.91095729383166,113.88726347876546,242,633,103.62865816995104,114.8001850984462,997,861,107.25568247559949,112.87152263437628,964,459,104.89644211819017,118.2159157411758,216,283,AAPL,798,159.60000000000002,319.20000000000005,478.79999999999995,638.4000000000001,798.0,1190.072921505148
2023-01-01 00:00:22,102.92144648535218,119.24396195376532,540,304,109.27110628858428,112.40299123450367,851,827,106.01091167396302,114.0239356481443,277,893,102.29826041792536,115.007349061442,800,617,103.90875849035828,119.72583032551331,313,116,AAPL,24,4.800000000000001,9.600000000000001,14.399999999999999,19.200000000000003,24.0,42.04539570274014
2023-01-01 00:00:23,103.66361843293691,119.71058245165368,632,158,101.05393218107804,110.94965275228375,839,718,108.4860655189878,111.51457622400414,908,843,100.0090583524609,114.5594618576866,551,419,100.89707951439632,110.58237782710678,583,111,AAPL,1264,252.8,505.6,758.4,1011.2,1264.0,1881.2626205024637
2023-01-01 00:00:24,104.56069984217037,119.44266489113434,295,570,107.64440728075505,113.14918444588896,952,208,108.88642113836517,114.41849034477733,912,145,107.15236853482634,113.44428046217188,350,330,106.25556439722487,111.56177330440988,628,265,AAPL,1619,323.8,647.6,971.4,1295.2,1619.0,2407.812713086256
2023-01-01 00:00:25,107.85175961393014,114.74214216657464,789,875,104.09671053375992,110.96644834287753,809,471,104.83849970033224,117.70691970760234,970,985,101.71184743835126,116.93741298698328,423,129,104.95215192671546,111.05312559089808,790,245,AAPL,1076,215.20000000000002,430.40000000000003,645.6,860.8000000000001,1076.0,1602.4135573876672
2023-01-01 00:00:26,101.9967378215836,118.62042650989314,618,565,106.55173714524338,111.76896950823983,676,456,107.2842248729944,112.64012846071893,717,607,101.04482395307836,117.59561833913908,328,633,102.75174026902585,116.83416132293708,323,381,AAPL,20,4.0,8.0,12.0,16.0,20.0,36.11243691306361
2023-01-01 00:00:27,105.14234438413612,118.44549398535072,169,111,102.6023659798523,119.87336158579546,999,280,103.16454576533458,110.05398542183676,236,657,102.3751612059406,118.52983969030136,801,255,104.73685260403371,116.06010073747144,369,648,AAPL,623,124.60000000000001,249.20000000000002,373.8,498.40000000000003,623.0,930.5059744568003
2023-01-01 00:00:28,105.92414568862044,113.19100473243256,738,730,101.5949226254136,114.4410355690662,110,455,103.42186405758656,116.68504901150985,289,625,103.79900522322704,119.72856604710344,927,729,107.75298018397504,113.5933519938726,924,681,AAPL,-232,-46.400000000000006,-92.80000000000001,-139.2,-185.60000000000002,-232.0,-337.6639668365576
2023-01-01 00:00:29,100.46450412719996,118.28915474150678,498,389,101.60462614271226,115.31871766505016,719,775,101.94463519182314,119.72626604432553,739,696,104.759063274732,112.66656192132504,735,951,108.01657762808064,110.57423479402244,960,268,AAPL,572,114.4,228.8,343.2,457.6,572.0,854.8607498884245
2023-01-01 00:00:30,106.0754485190144,110.37007634715492,771,949,100.70491945643144,118.73618528737217,125,167,105.6194810999324,116.06826563588582,441,930,100.44570040712632,117.1609348248996,695,804,106.49526128749368,116.3966198404654,233,946,AAPL,-1531,-306.2,-612.4,-918.6,-1224.8,-1531.0,-2264.39233378401
2023-01-01 00:00:31,101.70524123687292,115.96269878482052,859,859,101.85646704901244,119.95568900490689,520,391,103.14564150927364,111.1992185892713,658,939,109.7057333262736,113.94258235495744,396,498,104.67747833400163,115.70120485115056,213,269,AAPL,-310,-62.0,-124.0,-186.0,-248.0,-310.0,-453.3566632352499
2023-01-01 00:00:32,100.6505159298528,112.30008837287704,302,453,106.64219384988968,115.8271444934468,762,791,100.84370896438504,113.20733092344672,104,102,107.16063053419558,116.77081971951108,826,445,105.75749639203848,111.12903211060616,540,864,AAPL,-121,-24.200000000000003,-48.400000000000006,-72.6,-96.80000000000001,-121.0,-173.02436042303404
2023-01-01 00:00:33,109.48885537253334,111.2056688577728,247,738,108.81690611843509,118.12473821044172,320,280,106.8500608666318,118.67641614720225,356,127,103.23194065324336,114.7598169034922,336,294,103.85015371355615,119.08909704473714,743,445,AAPL,118,23.6,47.2,70.8,94.4,118.0,181.46992726013858
2023-01-01 00:00:34,109.6563203307456,110.76953201629208,571,174,108.14125685591162,113.26941024336676,952,565,107.07753207605398,112.32568074256828,911,480,103.18697257285396,119.93773102767932,724,267,101.26556342994238,111.9894970967199,750,598,AAPL,1824,364.8,729.6,1094.3999999999999,1459.2,1824.0,2711.876851057178
2023-01-01 00:00:35,108.0839734811646,116.9628877587814,754,972,106.85134309874483,113.05743957447292,595,533,103.59992418779058,116.07695903497608,761,256,104.4854254936846,117.2890213579075,316,476,103.85620597386092,117.43509152143857,464,559,AAPL,94,18.8,37.6,56.4,75.2,94.0,145.8721745220794
2023-01-01 00:00:36,103.0461376917337,113.39874963768068,298,815,101.10431863411102,114.0270372099456,336,563,100.76723399456024,114.02671208253996,905,954,106.26244822763032,119.52491300434323,932,588,105.30332756069636,118.85075862542948,331,396,AAPL,-514,-102.80000000000001,-205.60000000000002,-308.4,-411.20000000000005,-514.0,-755.937561508753
2023-01-01 00:00:37,100.97672114006384,117.24766771528762,525,660,102.89187446295948,116.72507262673648,336,780,104.26297717403426,112.07843721419648,342,610,101.46373066588968,118.34969549481184,345,850,105.98834014650583,115.79474990693708,557,241,AAPL,-1036,-207.20000000000002,-414.40000000000003,-621.6,-828.8000000000001,-1036.0,-1530.1886835615398
2023-01-01 00:00:38,106.84233026512156,110.65356340798942,765,690,103.0980687532247,116.821916892551,318,633,104.42335458050216,118.1340689356468,886,432,101.88929813764952,119.02901011163372,547,461,109.3580097605462,112.46848905298252,474,996,AAPL,-222,-44.400000000000006,-88.80000000000001,-133.2,-177.60000000000002,-222.0,-322.83156986236634
2023-01-01 00:00:39,104.40152493739602,113.1529033783061,591,540,102.4995694639762,113.1523943464945,586,165,106.68670884897892,117.42831276465692,819,943,108.5943458283355,118.14419197214676,946,581,107.77333445030617,113.09248517625142,703,884,AAPL,532,106.4,212.8,319.2,425.6,532.0,795.5311619916594
2023-01-01 00:00:40,101.2203823484478,115.39491292375337,987,340,105.15005659709723,111.3320992413663,560,120,103.15416391258684,116.61591065959266,514,786,102.56254923889072,114.59159130375912,418,343,101.51992561444678,118.85747533718832,878,836,AAPL,932,186.4,372.8,559.1999999999999,745.6,932.0,1388.8270409593122
2023-01-01 00:00:41,104.9517691011127,117.90723164838964,995,960,105.35553814879673,116.32396256465508,762,711,106.82599279781306,112.36336590268752,726,213,103.80194997975178,112.51788453346884,531,680,101.74182206652928,112.98257156376484,710,794,AAPL,366,73.2,146.4,219.6,292.8,366.0,549.3133722200834
2023-01-01 00:00:42,100.34388521115218,113.1875250293207,241,253,103.5688597517111,111.28325862188764,734,483,108.71488541757388,110.9785700271645,806,488,108.71271850950116,113.70320175450522,503,706,101.00494759239754,117.46190483317304,306,832,AAPL,-172,-34.4,-68.8,-103.2,-137.6,-172.0,-248.66958499140975
2023-01-01 00:00:43,109.09320402078782,116.25891376437008,412,885,103.53789158736436,115.7849250822933,243,911,102.374860423622,115.76159329825968,442,586,106.63147829399824,110.20236232639952,985,688,107.38181727220918,119.90165212255404,619,152,AAPL,-521,-104.2,-208.4,-312.59999999999997,-416.8,-521.0,-766.3202393906868
2023-01-01 00:00:44,102.58779981600016,118.85977748236186,264,195,108.28555597906082,116.9342212805631,288,714,109.789195561199,115.53677833539432,781,942,103.41711879341688,115.23993167464668,136,270,107.06122278491856,119.99816719362678,567,217,AAPL,-302,-60.400000000000006,-120.80000000000001,-181.2,-241.60000000000002,-302.0,-441.49074565589694
2023-01-01 00:00:45,106.62522284353982,116.15863188182304,413,825,107.89292848319684,117.00611496394453,354,658,103.86368137136807,111.88385009334873,478,349,106.8369954572462,115.05057800270409,675,612,109.86362901696882,115.33479748269332,981,464,AAPL,-7,-1.4000000000000001,-2.8000000000000003,-4.2,-5.6000000000000005,-7.0,-3.935034917252957
2023-01-01 00:00:46,103.1171107608941,112.32959474753632,120,393,103.07795831680744,117.53472110659597,167,138,102.6725868514706,110.56246694315172,693,670,100.19683215381414,115.25250464830488,830,505,105.22023417664349,118.265557967861,542,770,AAPL,-124,-24.8,-49.6,-74.39999999999999,-99.2,-124.0,-177.47407951529144
2023-01-01 00:00:47,105.2006802117781,110.24400781556538,181,308,109.1378844387326,118.72859421565664,715,384,104.21511182510292,110.80708454193986,765,814,107.35642660011364,119.74031224972065,441,673,108.26414928848882,119.902498679212,420,235,AAPL,108,21.6,43.2,64.8,86.4,108.0,166.63753028594724
2023-01-01 00:00:48,105.4671027934328,118.7009887390093,680,442,109.52815017002506,114.99958991964787,435,921,100.9439747590386,119.92770986512734,752,414,104.8701604051624,119.1145400345484,488,306,105.76439858642787,113.74672889841982,192,513,AAPL,-49,-9.8,-19.6,-29.4,-39.2,-49.0,-66.2311022088565
2023-01-01 00:00:49,101.84854455525527,110.21269410850388,230,187,103.2674254203004,117.30249189529572,770,701,101.25705906512115,117.83583894742884,925,338,108.1318214728446,111.61712778330109,133,253,108.74086712527438,112.52409585070306,507,176,AAPL,910,182.0,364.0,546.0,728.0,910.0,1356.1957676160912
2023-01-01 00:00:50,109.6958462776456,118.747016726842,698,917,103.54424948793054,116.19172735365837,920,696,104.14434046968331,119.21987475965172,245,333,109.54637652006468,113.6888252155589,138,885,107.21021039302752,111.14233355842184,257,947,AAPL,-1520,-304.0,-608.0,-912.0,-1216.0,-1520.0,-2248.0766971123994
2023-01-01 00:00:51,107.75132823361116,115.28937134027213,829,875,105.05634153421958,111.86639939797682,973,884,107.624445219391,111.95054722236364,422,402,109.25788549494568,114.23956179463262,678,147,106.42884014991252,111.40899638073128,971,656,AAPL,909,181.8,363.6,545.4,727.2,909.0,1354.7125279186719
2023-01-01 00:00:52,109.39498941564187,119.39067698512896,404,489,109.41120812533674,110.25689644869408,508,435,109.00312239574492,119.60568536323436,221,706,109.0926504345534,113.60532917851648,308,748,105.6512267098305,118.53556363620665,198,117,AAPL,-856,-171.20000000000002,-342.40000000000003,-513.6,-684.8000000000001,-856.0,-1263.205538026096
2023-01-01 00:00:53,108.94827350427649,117.98783235773664,470,424,108.76319433142312,112.84541385676934,399,287,106.64817990716271,111.42654351473162,351,752,105.12169955933888,117.98495963603914,929,100,107.22970524442977,115.88723090307074,324,966,AAPL,-56,-11.200000000000001,-22.400000000000002,-33.6,-44.800000000000004,-56.0,-76.61378009079044
2023-01-01 00:00:54,105.97899978811084,119.97934110533338,956,988,101.02567962583588,114.4303370633762,701,770,101.0521955523817,115.09081828566472,954,433,103.60142114138938,115.24037669867587,955,846,104.1965384267101,118.73709175392486,951,502,AAPL,978,195.60000000000002,391.20000000000005,586.8,782.4000000000001,978.0,1457.056067040592
2023-01-01 00:00:55,109.21874235023115,113.5071181545171,952,931,103.92730743271416,116.17105944428656,456,342,106.72019762180535,118.29695684417064,998,212,104.65035324730673,115.72099816971624,251,867,100.96576580705664,117.89455089032168,540,304,AAPL,541,108.2,216.4,324.59999999999997,432.8,541.0,808.8803192684314
2023-01-01 00:00:56,100.8849250205192,117.67188288931126,483,256,105.53371189749772,118.49959330503204,355,172,106.35427920702972,113.4980335451158,410,720,106.8989600331336,118.53013558987924,998,506,100.3998612879784,116.73744630048016,819,598,AAPL,813,162.60000000000002,325.20000000000005,487.79999999999995,650.4000000000001,813.0,1212.3215169664352
2023-01-01 00:00:57,101.95982862419145,114.01930913609242,544,767,105.0313247255154,111.96245716706166,452,578,108.05763918293331,114.248285331769,700,461,108.83997776871186,118.05928153415358,464,206,104.79023731609172,116.0931219190686,684,423,AAPL,409,81.80000000000001,163.60000000000002,245.39999999999998,327.20000000000005,409.0,613.092679209106
2023-01-01 00:00:58,100.4522728891054,114.79875620303908,524,750,101.93863067936891,111.25549789898476,831,660,108.2524866665218,111.28185110299098,574,956,102.0698630300012,111.322115228203,298,272,105.9929158222014,110.48338904178092,500,694,AAPL,-605,-121.0,-242.0,-363.0,-484.0,-605.0,-890.912373973894
2023-01-01 00:00:59,103.25330330763263,116.2750546321837,260,732,108.58816771168156,119.63479947474328,620,200,108.6820307577898,111.22921879998972,669,900,109.18193158461705,117.13914584083636,700,605,100.78849030570623,118.72275196003191,670,661,AAPL,-179,-35.800000000000004,-71.60000000000001,-107.39999999999999,-143.20000000000002,-179.0,-259.05226287334364
2023-01-01 00:01:00,103.88677289689484,118.7367711418634,277,676,106.76940782996836,111.08044559376408,623,613,104.14131514579098,116.1956822477866,591,196,108.15180231969887,114.35436128902036,859,229,102.86903548912102,114.17842061679714,898,380,AAPL,1154,230.8,461.6,692.4,923.2,1154.0,1718.1062537863593
2023-01-01 00:01:01,102.71349031773896,119.84083469199297,728,718,108.37908374851804,114.7849107010719,936,855,106.97864395352144,116.75532368620055,674,946,109.78856015178236,112.946489030625,934,497,103.22032205975486,115.59786857071391,163,265,AAPL,154,30.8,61.6,92.39999999999999,123.2,154.0,234.86655636722728
2023-01-01 00:01:02,108.2873750915193,117.6827341386452,807,758,108.58764279349472,115.85563728793302,855,275,102.6825035892231,117.77332514082194,446,115,108.80251773281688,110.50018820902186,178,393,105.62795535208252,110.2195350187702,867,342,AAPL,1270,254.0,508.0,762.0,1016.0,1270.0,1890.1620586869788
2023-01-01 00:01:03,103.5675332669359,114.17766782167334,994,236,107.4835585366574,115.41374420907438,793,337,109.99336279983504,115.56682052681754,919,655,102.79937329691909,114.87249560345452,576,651,102.7848245604279,119.36073501862788,659,988,AAPL,1074,214.8,429.6,644.4,859.2,1074.0,1599.4470779928288
2023-01-01 00:01:04,102.8093450968738,114.2135700227707,589,773,104.39210601249718,110.86032157032945,383,158,101.7533424137686,116.45759292261306,586,475,101.05955911344049,113.55436680724532,533,546,100.95648599556009,119.02740461092002,378,578,AAPL,-61,-12.200000000000001,-24.400000000000002,-36.6,-48.800000000000004,-61.0,-84.02997857788608
2023-01-01 00:01:05,105.42696083158248,117.37582301588893,426,527,106.10546755015424,110.5702691400362,411,964,100.10114431660836,110.1351727169972,572,841,101.12241071991588,112.515130396764,896,949,101.6485674094655,115.43278029918106,809,263,AAPL,-430,-86.0,-172.0,-258.0,-344.0,-430.0,-631.3454269255458
2023-01-01 00:01:06,101.40924224974762,112.38777145768304,697,551,101.60365406119745,111.05483427461036,198,198,101.48808714518177,111.62170727137187,481,489,102.91223318578275,116.94671729596958,941,115,101.73947801604191,115.77311633168358,769,423,AAPL,1310,262.0,524.0,786.0,1048.0,1310.0,1949.491646583744
2023-01-01 00:01:07,108.0219698075404,111.10474113131394,388,711,106.73645417474908,115.85587683872612,296,970,107.75872289544128,119.84914766016904,379,719,106.1418372398454,117.69485387315586,131,738,108.4269494422276,117.05017212403487,922,667,AAPL,-1689,-337.8,-675.6,-1013.4,-1351.2,-1689.0,-2498.744205976233
2023-01-01 00:01:08,100.74550643679773,113.54622157640776,692,949,101.7925325573928,115.4434488763432,581,594,104.46783676508213,110.75993506315832,171,316,108.04320326097172,112.44789519029425,186,984,102.84319686978291,112.6469489643615,618,650,AAPL,-1245,-249.0,-498.0,-747.0,-996.0,-1245.0,-1840.1857803221385
2023-01-01 00:01:09,109.86886936600516,112.8723899165408,763,918,106.93949590510157,112.33740792036744,977,613,104.47500247810429,116.78788222260243,620,498,108.99250306981564,110.49447436679348,650,448,107.14691733914756,112.21915622713304,347,930,AAPL,-50,-10.0,-20.0,-30.0,-40.0,-50.0,-67.71434190627564
2023-01-01 00:01:10,107.72244769296655,112.9630812045599,672,240,102.29598160753967,116.37774141845593,325,854,109.55022919611667,111.76082633031716,465,359,106.23753384369232,118.48752700565235,492,302,105.67838746339304,116.74022946601632,467,739,AAPL,-73,-14.600000000000001,-29.200000000000003,-43.8,-58.400000000000006,-73.0,-101.82885494691567
2023-01-01 00:01:11,101.98715681534172,112.3360775104991,672,182,101.1755130015022,118.20067502055647,944,396,109.19634908028074,117.16718585767642,193,923,100.05631312748054,110.09959741204304,712,233,109.77038753616442,111.04422446158908,843,733,AAPL,897,179.4,358.8,538.1999999999999,717.6,897.0,1336.9136515496423
2023-01-01 00:01:12,100.05522117123604,110.4209318963636,453,276,101.65284490142956,110.41578959846592,714,310,103.11194737804009,117.05990402961991,472,419,101.86316776518534,119.37112493921472,343,870,102.72822668880202,114.5406200472338,717,858,AAPL,-34,-6.800000000000001,-13.600000000000001,-20.4,-27.200000000000003,-34.0,-43.98250674756952
2023-01-01 00:01:13,108.15461428454834,110.17873934733414,127,297,100.0199213521907,114.98129943548042,717,222,102.09058128780866,112.34199059788092,438,295,100.99726203853368,116.27619873982708,331,625,101.583730205292,114.9276042399909,197,797,AAPL,-426,-85.2,-170.4,-255.6,-340.8,-426.0,-625.4124681358693
2023-01-01 00:01:14,107.06857343847616,119.87722389736032,142,723,107.18739617853532,116.89310412102692,464,328,108.4848220993374,112.69634399219204,536,577,103.6332447556901,113.2184663520132,679,607,100.5203783769456,113.81336976915168,367,307,AAPL,-354,-70.8,-141.6,-212.4,-283.2,-354.0,-518.6192099216918
2023-01-01 00:01:15,107.29007168040988,114.27773133735865,780,667,107.3240104905838,112.52311927069688,467,693,109.06019071044363,116.54770713602088,435,517,105.01350993633746,112.46477909576735,291,165,102.4095966228128,111.85268175697736,159,414,AAPL,-324,-64.8,-129.6,-194.4,-259.2,-324.0,-474.1220189991178
2023-01-01 00:01:16,107.71270346685944,113.84326647159682,522,790,105.1493334991326,113.0777090529315,669,755,105.41596922798487,113.90086038780214,763,574,100.4339717857856,110.09005664264475,639,579,106.84070886415392,113.55316264325354,599,403,AAPL,91,18.2,36.4,54.6,72.8,91.0,141.42245542982198
2023-01-01 00:01:17,100.7404465173409,116.7964728269307,697,520,101.61362801055384,116.13637902989385,689,487,106.294237111171,111.94547969699912,591,706,103.48477975795656,112.35471417010878,369,962,100.8525822463686,113.3755725356045,407,338,AAPL,-260,-52.0,-104.0,-156.0,-208.0,-260.0,-379.19467836429334
2023-01-01 00:01:18,103.58465728544272,112.18253887865065,276,500,100.8355433751069,118.97935293443736,174,239,102.56914284692292,117.3167959878748,967,667,101.79179674625324,111.3772830151714,837,558,102.4470184514966,114.9926567464875,592,826,AAPL,56,11.200000000000001,22.400000000000002,33.6,44.800000000000004,56.0,89.50906602015237
2023-01-01 00:01:19,101.1586905952513,119.49961183950224,628,797,100.19128966437287,118.099244203029,141,640,108.00802687978523,111.54147524336334,139,643,106.47070166258874,116.12166220723144,176,441,108.55308368184012,116.7468084157852,510,903,AAPL,-1830,-366.0,-732.0,-1098.0,-1464.0,-1830.0,-2707.881003312331
2023-01-01 00:01:20,108.63103425875592,117.86345014415552,709,570,101.6574817696522,115.83130219099584,521,490,106.32122428449024,118.55643664144948,458,330,104.6427236932434,111.66545588593802,834,806,105.8295294936452,119.6823512352617,239,323,AAPL,242,48.400000000000006,96.80000000000001,145.2,193.60000000000002,242.0,365.391649740111
2023-01-01 00:01:21,106.23298126827558,110.8941100231226,593,317,108.90855534983146,117.30221717757247,935,369,105.03513511297996,115.14669524051828,673,983,104.95317646933908,115.2862983753662,983,725,100.69521540253196,111.44163260174328,427,187,AAPL,1030,206.0,412.0,618.0,824.0,1030.0,1534.184531306387
2023-01-01 00:01:22,103.3089802485265,114.17580775784928,297,927,102.41536841701682,113.64822470207798,280,858,100.60108556078396,111.057006038793,353,620,104.2769178803346,115.90116422344472,266,258,100.47683144249764,118.73017109941082,563,636,AAPL,-1540,-308.0,-616.0,-924.0,-1232.0,-1540.0,-2277.741491060782
2023-01-01 00:01:23,100.63558350286024,118.79118307562165,709,828,103.54271327217216,116.40965528098758,644,111,109.15934962511152,116.94072333530984,680,802,109.56019710486568,112.98041698346914,383,260,100.61122875325766,112.84178000390264,801,528,AAPL,688,137.6,275.2,412.8,550.4,688.0,1026.9165547890439
2023-01-01 00:01:24,103.10982321715662,119.4473202229141,676,731,101.05345484481332,114.66181591127555,170,966,106.15451420384406,115.1916303957454,497,972,102.14735125121564,110.35064949018718,803,353,109.41875050147252,115.91372770001404,736,319,AAPL,-459,-91.80000000000001,-183.60000000000002,-275.4,-367.20000000000005,-459.0,-674.3593781507006
2023-01-01 00:01:25,103.25183322026749,114.6740151124987,941,274,102.2236130474817,111.8993613645756,667,488,101.92691094692968,112.9805757179481,856,299,105.16664259843874,110.37253880614196,188,996,108.49871428561056,115.46736947983868,262,374,AAPL,483,96.60000000000001,193.20000000000002,289.8,386.40000000000003,483.0,722.8524168181218
2023-01-01 00:01:26,107.29606178338064,116.13411389210708,952,122,105.19224570780204,117.01738273877255,204,436,106.06386116983052,114.22539380223854,976,945,107.36017368365336,110.26347332193916,643,626,108.44940042018774,115.56948418628264,159,746,AAPL,59,11.8,23.6,35.4,47.2,59.0,93.95878511240977
